Planner Group,Equipment Category,Object type,Catalog Profile Code,Catalog Profile,Equipment,Tag Number,Equipment Desc.,Description,Notification Date,Breakdown Duration,Name of Work Center,Cost Center,Cost Center Desc,Order,Notification,ABC Indicator,Breakdown Indicator,Object Part,Problem or Damage,Cause,Activity
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000335,BE5000002,500TON TRANSPORTER NO-02,T/P 502 라이트 불량 수리 정치영,2020-02-25T00:00:00.000,1,중기운영부 중기정비반,D6022350,블록물류부,10000505648,10519477,A,Yes,유공압(PNEUMATIC/HYDRAULIC),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000316,BE10000001,1000TON TRANSPORTER 01호,T/P 1001 연료 누유 수리 이법환,2020-02-25T00:00:00.000,2,중기운영부 중기정비반,D6022350,블록물류부,10000505649,10519478,A,Yes,차체(CHASSIS),펑크,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000324,BE3000006,300TON TRANSPORTER NO-06,"T/P 306 시동불량 점검 이법환,이홍재,김수용",2020-02-25T00:00:00.000,3,중기운영부 중기정비반,D6022350,블록물류부,10000505653,10519511,B,Yes,차체(CHASSIS),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000328,BE3000010,300TON TRANSPORTER NO-10,"T/P 310 주행 속도 점검 이홍재,김수용",2020-02-25T00:00:00.000,9,중기운영부 중기정비반,D6022350,블록물류부,10000505654,10519512,B,Yes,타이어(TIRE),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000337,BE6000002,600TON TRANSPORTER NO-02,T/P 602 충전라인 점검 정태영,2020-02-25T00:00:00.000,4,중기운영부 중기정비반,D6022350,블록물류부,10000505657,10519515,A,Yes,유공압(PNEUMATIC/HYDRAULIC),시동불량,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000339,BE6000005,600TON TRANSPORTER NO-05,T/P 605 냉각수 누수 수리 김수용,2020-02-25T00:00:00.000,2,중기운영부 중기정비반(신한내),D6022350,블록물류부,10000505659,10519517,A,Yes,차체(CHASSIS),펑크,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000336,BE6000001,600TON TRANSPORTER NO-01,T/P 601 유압오일 누유 김수용,2020-02-25T00:00:00.000,2,중기운영부 중기정비반,D6022350,블록물류부,10000505660,10519518,A,Yes,타이어(TIRE),펑크,접촉불량,OVERHAUL
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000321,CG0450002,45/5TON LLC[생1)1C안벽(12호)],크레인 작동불량,2020-02-25T00:00:00.000,3.33,기계지원부 기계정비1직 1반,D6022460,공사지원1부,10000505757,10519525,A,Yes,조작PANEL부,기타,접촉,복귀
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000321,CG0450002,45/5TON LLC[생1)1C안벽(12호)],PLC PRO GRAM 수정작업실시,2020-02-25T00:00:00.000,8.58,기계지원부 기계정비1직 1반,D6022460,공사지원1부,10000505803,10519556,A,Yes,조작PANEL부,기타,기타,수정
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000659,CS8000004,800TON GOLIATH[4안벽(8호)],HOIST 2 작동 불량,2020-02-25T00:00:00.000,0.67,기계지원부 기계정비1직 1반,D6025760,공사지원2부,10000505818,10519602,A,Yes,권상부,기타,기타,복귀
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000322,CG0450003,45TON LLC[생1)0안벽(16호)],크레인 작동불량,2020-02-25T00:00:00.000,3.33,기계지원부 기계정비1직 1반,D6022460,장비운영부,10000505819,10519603,A,Yes,조작PANEL부,기타,기타,보완
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000774,CG1000001,100/15TON LLC[생2)J안벽(A24호)],HOIST 작동불량,2020-02-25T00:00:00.000,1.5,기계지원부 기계정비1직 1반,D6022460,장비운영부,10000505820,10519604,A,Yes,권상부,기타,결함,복귀
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000330,BE3000012,300TON TRANSPORTER NO-12,"T/P 312 실린더 누유 수리 김수용,김류정",2020-02-25T00:00:00.000,4,중기운영부 중기정비반,D6022350,블록물류부,10000505821,10519519,B,Yes,타이어(TIRE),펑크,접촉불량,OVERHAUL
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000656,CS8000001,800TON GOLIATH[5안벽(3호)],HOIST 동작이상,2020-02-25T00:00:00.000,0.75,기계지원부 기계정비1직 1반,D6025760,공사지원2부,10000505898,10519675,A,Yes,권상부,기타,과열,점검
MCA,크레인,타워크레인,AD01,TOWER CRANE(T/C),1000000618,CO0400002,40TON T/C[생1)가로지안벽(1T-14)],HOIST 작동불량,2020-02-25T00:00:00.000,1.5,기계지원부 기계정비1직 1반,D6022460,공사지원1부,10000505902,10519606,B,Yes,권상부,기타,기타,복귀
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000321,CG0450002,45/5TON LLC[생1)1C안벽(12호)],CONTROL ON이상,2020-02-25T00:00:00.000,3.75,기계지원부 기계정비1직 1반,D6022460,공사지원1부,10000505920,10519664,A,Yes,전장부,기타,기타,점검
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000082,CA1200003,120TON EOC[생2)조립 52-Bay(52-2)],120TON EOC(52-2)2번 트롤리 횡행 작동불능,2020-02-25T00:00:00.000,1.5,태진 크레인정비 2반,D6023550,판넬조립부,10000505929,10519658,A,Yes,전장부,이상,노후,교체
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000334,CG0700002,70TON LLC[생1)귤도안벽(18호)],크레인 동작이상,2020-02-25T00:00:00.000,3.42,기계지원부 기계정비1직 1반,D6022460,장비운영부,10000505941,10519665,A,Yes,전장부,기타,기타,복귀
MCB,기계설비,소지장치,MD04,전처리설비,1700001829,AE0010001306,SHOT BLAST M/C 생2-4호기,야간돌발)roto feed screw구동불량 motor 소손,2020-02-25T00:00:00.000,7,신성시스템 전처리반,D6023500,가공1부,10000505942,10519669,A,Yes,CABINET SCREW,이상,과부하,교체
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000339,BE6000005,600TON TRANSPORTER NO-05,T/P 605 유압오일 누유 이홍재,2020-02-26T00:00:00.000,1,중기운영부 중기정비반(신한내),D6022350,블록물류부,10000506031,10519774,A,Yes,타이어(TIRE),펑크,운전자 불량(점검),OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000330,BE3000012,300TON TRANSPORTER NO-12,T/P 312 유압오일 누유 김수용,2020-02-26T00:00:00.000,1,중기운영부 중기정비반,D6022350,블록물류부,10000506032,10519775,B,Yes,타이어(TIRE),펑크,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000325,BE3000007,300TON TRANSPORTER NO-07,T/P 307 엑셀 엔드커버 볼트 수리 이홍재,2020-02-26T00:00:00.000,2,중기운영부 중기정비반,D6022350,블록물류부,10000506035,10519777,B,Yes,부가장치(ATTACHMENT),이상음,접촉불량,청소/세차
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000659,AI011001049,승강용 리프트 (49호),리프트 미 작동,2020-02-26T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,공사지원1부,10000506103,10519871,B,Yes,Body,작동불량,과부하,전원공급
MCA,기계설비,기계설비 기타,MZ13,대차,1700008035,AF0140013004,75TON PROPELLER 대차(1호) 3-DOCK,SEAL측 작업대 하강 안됨,2020-02-28T00:00:00.000,1,기계지원부 기계정비1직 3반,D6023930,기장2부,10000506279,10520315,B,Yes,조작판넬,정지,노후,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000654,AI011001044,승강용 리프트 (44호),간헐적 도어 작동불량,2020-02-27T00:00:00.000,5.5,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000506368,10520087,B,Yes,Body,작동불량,손상,조정
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000657,AI011001047,승강용 리프트 (47호),간헐적 도어 작동불량,2020-02-27T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,공사지원1부,10000506370,10520088,B,Yes,Body,작동불량,손상,조정
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000659,AI011001049,승강용 리프트 (49호),간헐적 도어 작동불량,2020-02-27T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,공사지원1부,10000506371,10520089,B,Yes,Body,작동불량,손상,조정
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000628,AI011001017,승강용 리프트 (17호),CAGE DOOR 협착발생,2020-02-27T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000506374,10520122,B,Yes,Body,작동불량,단선,교체
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001268,AA0010001010,PLS 생3-31호기,[돌발] PLS3-31호기 FUN MOTOR ALARM 발생,2020-02-28T00:00:00.000,1.5,기계지원부 기계정비2직 2반,D6024070,가공3부,10000506419,10520201,B,Yes,계장부,단선,절연,교체
MDA,중장비,건설기계,BB02,ANGLE CRANE,1100000018,BB2721114,272TON ANGLE CRANE (경남07고1114),T/C272T 1114호 상부 작업장치 에러발생 수리작업,2020-02-28T00:00:00.000,7,중기운영부 중기정비반,D6022440,중기운영부,10000506428,10520184,A,Yes,유공압(PNEUMATIC/HYDRAULIC),파손,정비불량(오진단),연료에어빼기
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],20TON LMEOC(25-1)리모콘 호이스트 간헐적 미작동 점검보수,2020-02-28T00:00:00.000,1,태진 크레인정비 2반,D6023500,가공1부,10000506513,10520234,B,Yes,조작PANEL부,이상,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000365,CH0150016,15TON LM-EOC[생1)선체공장 E3-Bay(남)],EXPANSION 작동이상발생(3-BAY 15TON LMEOC),2020-02-28T00:00:00.000,1,태진 크레인정비 1반,D602A200,전략생산팀(가공),10000506561,10520282,B,Yes,기초부,이상,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000370,CH0150021,15TON LM-EOC[생1)선체공장 N5-Bay],REMOCON 작동이상(N5-15TON LMEOC),2020-02-28T00:00:00.000,1,태진 크레인정비 1반,D602A200,전략생산팀(가공),10000506562,10520284,B,Yes,조작PANEL부,이상,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000740,CH0150022,15TON LM-EOC[생1)선체공장 3-Bay],주행부 베어링 고정볼트 유림발생(3-BAY 15TON LMEOC),2020-02-28T00:00:00.000,2,태진 크레인정비 1반,D602A200,전략생산팀(가공),10000506563,10520285,A,Yes,주행부,이상,노후,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000740,CH0150022,15TON LM-EOC[생1)선체공장 3-Bay],EXPANSION 작동이상발생(3-BAY 15TON LMEOC),2020-02-28T00:00:00.000,4,태진 크레인정비 1반,D602A200,전략생산팀(가공),10000506566,10520288,A,Yes,기초부,파손,노후,제작
MCA,환경설비,대기오염방지시설,3C01,DUST 집진기,1800000073,AL0020030005,DUST COLLECTOR 5600㎥/min_2,선행도장2부 집진기 기어드 모터 소음발생,2020-02-29T00:00:00.000,2,기계지원부 기계정비1직 3반(이동),D6023900,도장부,10000506669,10520396,B,Yes,MOTOR,소음,노후,OVERHAUL
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000675,AI011001065,승강용 리프트 (65호),리프트 중간에 멈춤,2020-03-02T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000506869,10520517,B,Yes,Body,작동불량,관리불량,복원
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000630,AI011001019,승강용 리프트 (19호),리프트 작동불량,2020-03-02T00:00:00.000,0.67,기계지원부 기계정비1직 3반,D6022460,장비운영부,10000506876,10520564,B,Yes,Body,작동불량,과부하,결선
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000379,CH0200011,20TON LM-EOC[생2)성형공장 3-Bay(P-31)],20TON LMEOC(P-31)북쪽 주행불가 점검보수,2020-03-02T00:00:00.000,3,태진 크레인정비 2반,D6023500,가공부,10000506922,10520542,A,Yes,주행부,정지,노후,교체
MCB,용접기,용접장비,WA03,용접 겐츄리 장비,2200000040,AG0120001321,용접겐츄리 장비 (생2)-32-2LINE 취부,(돌발) 32-2BAY 호이스트 작동불량,2020-03-04T00:00:00.000,2,기계지원부 기계정비2직 3반,D6023500,가공1부,10000506998,10520992,B,Yes,HOSE류,과열,과열,결선
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000333,BE4000002,400TON TRANSPORTER NO-02,T/P 402 업다운 점검 수리 정치영,2020-03-03T00:00:00.000,2,중기운영부 중기정비반,D6022350,블록물류부,10000507005,10520653,A,Yes,타이어(TIRE),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000324,BE3000006,300TON TRANSPORTER NO-06,T/P 306 제네레이터 교체 작업 정치영,2020-03-03T00:00:00.000,23,중기운영부 중기정비반,D6022350,블록물류부,10000507007,10520655,B,Yes,유공압(PNEUMATIC/HYDRAULIC),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000335,BE5000002,500TON TRANSPORTER NO-02,T/P 502 주행중 출력 부족 및 울컥 현상 발생 정치영,2020-03-03T00:00:00.000,5,중기운영부 중기정비반,D6022350,블록물류부,10000507012,10520670,A,Yes,유공압(PNEUMATIC/HYDRAULIC),이상음,접촉불량,연료에어빼기
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000652,CS4500001,450TON GOLIATH[신한내 PE장(2호)],450T G/C[신한내 PE장] NO.1 HOIST 로드셀 라인 단선,2020-03-03T00:00:00.000,1,기계지원부 기계정비1직 4반,D6023670,신한내건조부,10000507039,10520720,A,Yes,권상부,단락,단선,결선
MDA,중장비,건설기계,BB04,FORK LIFT,1100000310,BD0252276,25TON FORK-LIFT (04노2276),F/L25T 2276호 시동불량 수리작업,2020-03-03T00:00:00.000,2,중기운영부 중기정비반,D6022440,중기운영부,10000507046,10520662,A,Yes,유공압(PNEUMATIC/HYDRAULIC),작동불량,운전자 불량(점검),OVERHAUL
MDA,중장비,건설기계,BB03,HYDRO CRANE,1100000014,BB0504164,50TON HYDRO CRANE (경남07-4164),H/C50T 4164호 붐 실린더부 유압유 누유 수리작업,2020-03-03T00:00:00.000,2,중기운영부 중기정비반,D6022440,중기운영부,10000507052,10520668,B,Yes,타이어(TIRE),펑크,접촉불량,사용불가
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],20TON LMEOC(25-1)리모콘 주행측 레바 이상 점검보수,2020-03-03T00:00:00.000,1,태진 크레인정비 2반,D6023500,가공1부,10000507151,10520788,B,Yes,주행부,이상,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],20TON LMEOC(25-1)주행 서쪽 미작동 주간조 업무인계 조치,2020-03-03T00:00:00.000,2,태진 크레인정비 2반,D6023500,가공1부,10000507191,10520858,B,Yes,전장부,이상,노후,교체
MDA,중장비,건설기계,BB04,FORK LIFT,1100000295,BD0164454,16TON FORK-LIFT (04노4454),F/L16T 4454호 냉각수 누수 수리작업,2020-03-03T00:00:00.000,4,중기운영부 중기정비반,D6023550,판넬조립부,10000507304,10520809,B,Yes,차체(CHASSIS),작동불량,운전자 불량(점검),OVERHAUL
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000683,AI011001073,승강용 리프트 (73호)_신한내,승강용 리프트 (73호)_신한내 CAGE 구조물 중간지점 정지,2020-03-04T00:00:00.000,1,기계지원부 기계정비1직 4반,D6022460,공사지원1부,10000507322,10520974,B,Yes,Body,작동불량,기타,점검
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000318,BE1500001,150TON TRANSPORTER NO-01(폐기),"T/P 151 휠볼트 교체 이홍재,안경우",2020-03-04T00:00:00.000,0,중기운영부 중기정비반,D6022350,블록물류부,10000507367,10521014,B,Yes,전기/전자(ELECTRIC),이상음,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000316,BE10000001,1000TON TRANSPORTER 01호,"T/P 1001 서포팅 실린더 교체 이홍재,김류정",2020-03-04T00:00:00.000,2,중기운영부 중기정비반,D6022350,블록물류부,10000507368,10521015,A,Yes,타이어(TIRE),펑크,접촉불량,OVERHAUL
MDA,중장비,TRANSPORTER,BA01,TRANSPORTER,1100000330,BE3000012,300TON TRANSPORTER NO-12,T/P 312 시트 포지션 불량 수리 조길현,2020-03-04T00:00:00.000,3,중기운영부 중기정비반,D6022350,블록물류부,10000507369,10521016,B,Yes,부가장치(ATTACHMENT),이상음,접촉불량,사용불가
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000390,CH0300005,30TON LM-EOC[생2)가공공장 36-Bay(36-2)],30TON LMEOC(36-2)전 모션 동작불능 점검보수,2020-03-04T00:00:00.000,2,태진 크레인정비 2반,D6023550,판넬조립부,10000507397,10521049,B,Yes,안전장치,정지,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000390,CH0300005,30TON LM-EOC[생2)가공공장 36-Bay(36-2)],30TON LMEOC(36-2)주행 동작이상 점검보수,2020-03-04T00:00:00.000,1,태진 크레인정비 2반,D6023550,판넬조립부,10000507398,10521050,B,Yes,주행부,정지,노후,교체
MCA,기계설비,기계설비 기타,MZ13,대차,1700008033,AF0140013002,100TON RUDDER 대차(2호) 3-DOCK,대차 MAIN CABLE 노후,2020-03-06T00:00:00.000,7.33,기계지원부 기계정비1직 3반,D6023930,기계의장부,10000507497,10521545,B,Yes,주행부,마모,노후,조정
MCA,기계설비,기계설비 기타,MZ13,대차,1700008037,AF0140013006,100TON 프로펠러 전용대차_2,RAM WHEEL BLOCK 회전불능,2020-03-06T00:00:00.000,3,기계지원부 기계정비1직 3반,D6023930,기장2부,10000507500,10521548,B,Yes,주행부,이상,기타,윤활 및 급유
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000094,CB0450002,45(30+15)TON GC[생1)A1-Area(2호)],비상정지버튼 접점보수작업(A1-45TON GC),2020-03-05T00:00:00.000,1,태진 크레인정비 1반,D602A200,전략생산팀(가공),10000507581,10521220,B,Yes,조작PANEL부,이상,기타,점검
